Léxico,Supra category,Super category,Basic category
desanimada,MAL ESTAR,DEPRESSÃO,TRISTEZA
desanimado,MAL ESTAR,DEPRESSÃO,TRISTEZA
desanimar,MAL ESTAR,DEPRESSÃO,TRISTEZA
desesperado,MAL ESTAR,DEPRESSÃO,TRISTEZA
desesperança,MAL ESTAR,DEPRESSÃO,TRISTEZA
desesperante,MAL ESTAR,DEPRESSÃO,TRISTEZA
desesperar,MAL ESTAR,DEPRESSÃO,TRISTEZA
desespero,MAL ESTAR,DEPRESSÃO,TRISTEZA
desproteger,MAL ESTAR,DEPRESSÃO,TRISTEZA
desprotegido,MAL ESTAR,DEPRESSÃO,TRISTEZA
embotamento,MAL ESTAR,DEPRESSÃO,TRISTEZA
embotar,MAL ESTAR,DEPRESSÃO,TRISTEZA
endecha,MAL ESTAR,DEPRESSÃO,TRISTEZA
enfadonho,MAL ESTAR,DEPRESSÃO,TRISTEZA
entediado,MAL ESTAR,DEPRESSÃO,TRISTEZA
entediar,MAL ESTAR,DEPRESSÃO,TRISTEZA
entenebrecer,MAL ESTAR,DEPRESSÃO,TRISTEZA
entristecedor,MAL ESTAR,DEPRESSÃO,TRISTEZA
entristecer,MAL ESTAR,DEPRESSÃO,TRISTEZA
entristecimento,MAL ESTAR,DEPRESSÃO,TRISTEZA
esfriamento,MAL ESTAR,DEPRESSÃO,TRISTEZA
esfriar,MAL ESTAR,DEPRESSÃO,TRISTEZA
esmorecer,MAL ESTAR,DEPRESSÃO,TRISTEZA
esmorecido,MAL ESTAR,DEPRESSÃO,TRISTEZA
esmorecimento,MAL ESTAR,DEPRESSÃO,TRISTEZA
exasperadamente,MAL ESTAR,DEPRESSÃO,TRISTEZA
exaspero,MAL ESTAR,DEPRESSÃO,TRISTEZA
falecer,MAL ESTAR,DEPRESSÃO,TRISTEZA
falecimento,MAL ESTAR,DEPRESSÃO,TRISTEZA
funestamente,MAL ESTAR,DEPRESSÃO,TRISTEZA
funesto,MAL ESTAR,DEPRESSÃO,TRISTEZA
inconsolação,MAL ESTAR,DEPRESSÃO,TRISTEZA
inconsolado,MAL ESTAR,DEPRESSÃO,TRISTEZA
inconsolável,MAL ESTAR,DEPRESSÃO,TRISTEZA
isoladamente,MAL ESTAR,DEPRESSÃO,TRISTEZA
isolado,MAL ESTAR,DEPRESSÃO,TRISTEZA
isolamento,MAL ESTAR,DEPRESSÃO,TRISTEZA
isolar,MAL ESTAR,DEPRESSÃO,TRISTEZA
lancinante,MAL ESTAR,DEPRESSÃO,TRISTEZA
letal,MAL ESTAR,DEPRESSÃO,TRISTEZA
lipemania,MAL ESTAR,DEPRESSÃO,TRISTEZA
lôbrego,MAL ESTAR,DEPRESSÃO,TRISTEZA
lúgubre,MAL ESTAR,DEPRESSÃO,TRISTEZA
melancolia,MAL ESTAR,DEPRESSÃO,TRISTEZA
melancolicamente,MAL ESTAR,DEPRESSÃO,TRISTEZA
melancólico,MAL ESTAR,DEPRESSÃO,TRISTEZA
monotonamente,MAL ESTAR,DEPRESSÃO,TRISTEZA
monotonia,MAL ESTAR,DEPRESSÃO,TRISTEZA
monótono,MAL ESTAR,DEPRESSÃO,TRISTEZA
morrer,MAL ESTAR,DEPRESSÃO,TRISTEZA
morte,MAL ESTAR,DEPRESSÃO,TRISTEZA
mortífero,MAL ESTAR,DEPRESSÃO,TRISTEZA
morto,MAL ESTAR,DEPRESSÃO,TRISTEZA
nostalgia,MAL ESTAR,DEPRESSÃO,TRISTEZA
nostálgico,MAL ESTAR,DEPRESSÃO,TRISTEZA
pena,MAL ESTAR,DEPRESSÃO,TRISTEZA
pessimismo,MAL ESTAR,DEPRESSÃO,TRISTEZA
pessimista,MAL ESTAR,DEPRESSÃO,TRISTEZA
pungente,MAL ESTAR,DEPRESSÃO,TRISTEZA
pungir,MAL ESTAR,DEPRESSÃO,TRISTEZA
solidão,MAL ESTAR,DEPRESSÃO,TRISTEZA
solitária,MAL ESTAR,DEPRESSÃO,TRISTEZA
solitariamente,MAL ESTAR,DEPRESSÃO,TRISTEZA
solitário,MAL ESTAR,DEPRESSÃO,TRISTEZA
sombrio,MAL ESTAR,DEPRESSÃO,TRISTEZA
sozinho,MAL ESTAR,DEPRESSÃO,TRISTEZA
taciturnamente,MAL ESTAR,DEPRESSÃO,TRISTEZA
taciturno,MAL ESTAR,DEPRESSÃO,TRISTEZA
tédio,MAL ESTAR,DEPRESSÃO,TRISTEZA
triste,MAL ESTAR,DEPRESSÃO,TRISTEZA
tristemente,MAL ESTAR,DEPRESSÃO,TRISTEZA
tristeza,MAL ESTAR,DEPRESSÃO,TRISTEZA
tristonho,MAL ESTAR,DEPRESSÃO,TRISTEZA
vazio,MAL ESTAR,DEPRESSÃO,TRISTEZA
abarrotado,MAL ESTAR,DEPRESSÃO,FADIGA
abarrotar,MAL ESTAR,DEPRESSÃO,FADIGA
abater,MAL ESTAR,DEPRESSÃO,FADIGA
abatida,MAL ESTAR,DEPRESSÃO,FADIGA
abatido,MAL ESTAR,DEPRESSÃO,FADIGA
abatimento,MAL ESTAR,DEPRESSÃO,FADIGA
abulia,MAL ESTAR,DEPRESSÃO,FADIGA
abúlico,MAL ESTAR,DEPRESSÃO,FADIGA
adinamia,MAL ESTAR,DEPRESSÃO,FADIGA
adinâmico,MAL ESTAR,DEPRESSÃO,FADIGA
astenia,MAL ESTAR,DEPRESSÃO,FADIGA
asténico,MAL ESTAR,DEPRESSÃO,FADIGA
atrofia,MAL ESTAR,DEPRESSÃO,FADIGA
atrofiar,MAL ESTAR,DEPRESSÃO,FADIGA
burnout,MAL ESTAR,DEPRESSÃO,FADIGA
cansaço,MAL ESTAR,DEPRESSÃO,FADIGA
cansado,MAL ESTAR,DEPRESSÃO,FADIGA
cansar,MAL ESTAR,DEPRESSÃO,FADIGA
cansativo,MAL ESTAR,DEPRESSÃO,FADIGA
colapso,MAL ESTAR,DEPRESSÃO,FADIGA
consternação,MAL ESTAR,DEPRESSÃO,FADIGA
consternar,MAL ESTAR,DEPRESSÃO,FADIGA
debilitação,MAL ESTAR,DEPRESSÃO,FADIGA
debilitante,MAL ESTAR,DEPRESSÃO,FADIGA
debilitar,MAL ESTAR,DEPRESSÃO,FADIGA
decepar,MAL ESTAR,DEPRESSÃO,FADIGA
desânimo,MAL ESTAR,DEPRESSÃO,FADIGA
desconforto,MAL ESTAR,DEPRESSÃO,FADIGA
desencorajador,MAL ESTAR,DEPRESSÃO,FADIGA
desencorajamento,MAL ESTAR,DEPRESSÃO,FADIGA
desencorajar,MAL ESTAR,DEPRESSÃO,FADIGA
desesperançar,MAL ESTAR,DEPRESSÃO,FADIGA
desfalecer,MAL ESTAR,DEPRESSÃO,FADIGA
desfalecido,MAL ESTAR,DEPRESSÃO,FADIGA
desfalecimento,MAL ESTAR,DEPRESSÃO,FADIGA
desgastante,MAL ESTAR,DEPRESSÃO,FADIGA
desgastar,MAL ESTAR,DEPRESSÃO,FADIGA
desgaste,MAL ESTAR,DEPRESSÃO,FADIGA
desmoralização,MAL ESTAR,DEPRESSÃO,FADIGA
desmoralizador,MAL ESTAR,DEPRESSÃO,FADIGA
desmoralizante,MAL ESTAR,DEPRESSÃO,FADIGA
desmoralizar,MAL ESTAR,DEPRESSÃO,FADIGA
embebedado,MAL ESTAR,DEPRESSÃO,FADIGA
embebedar,MAL ESTAR,DEPRESSÃO,FADIGA
enfraquecedor,MAL ESTAR,DEPRESSÃO,FADIGA
enfraquecer,MAL ESTAR,DEPRESSÃO,FADIGA
enfraquecimento,MAL ESTAR,DEPRESSÃO,FADIGA
enlanguescer,MAL ESTAR,DEPRESSÃO,FADIGA
enlasguecido,MAL ESTAR,DEPRESSÃO,FADIGA
esbodegado,MAL ESTAR,DEPRESSÃO,FADIGA
esbodegar,MAL ESTAR,DEPRESSÃO,FADIGA
esfalfamento,MAL ESTAR,DEPRESSÃO,FADIGA
esfalfar,MAL ESTAR,DEPRESSÃO,FADIGA
esgotado,MAL ESTAR,DEPRESSÃO,FADIGA
esgotamento,MAL ESTAR,DEPRESSÃO,FADIGA
esgotante,MAL ESTAR,DEPRESSÃO,FADIGA
esgotar,MAL ESTAR,DEPRESSÃO,FADIGA
estafa,MAL ESTAR,DEPRESSÃO,FADIGA
estafado,MAL ESTAR,DEPRESSÃO,FADIGA
estafante,MAL ESTAR,DEPRESSÃO,FADIGA
estafar,MAL ESTAR,DEPRESSÃO,FADIGA
estoirado,MAL ESTAR,DEPRESSÃO,FADIGA
exaustação,MAL ESTAR,DEPRESSÃO,FADIGA
exaustão,MAL ESTAR,DEPRESSÃO,FADIGA
exaustar,MAL ESTAR,DEPRESSÃO,FADIGA
exaustivo,MAL ESTAR,DEPRESSÃO,FADIGA
exausto,MAL ESTAR,DEPRESSÃO,FADIGA
extenuação,MAL ESTAR,DEPRESSÃO,FADIGA
extenuado,MAL ESTAR,DEPRESSÃO,FADIGA
extenuante,MAL ESTAR,DEPRESSÃO,FADIGA
extenuar,MAL ESTAR,DEPRESSÃO,FADIGA
fadiga,MAL ESTAR,DEPRESSÃO,FADIGA
fadigar,MAL ESTAR,DEPRESSÃO,FADIGA
fatigante,MAL ESTAR,DEPRESSÃO,FADIGA
fatigar,MAL ESTAR,DEPRESSÃO,FADIGA
fracalhão,MAL ESTAR,DEPRESSÃO,FADIGA
fraco,MAL ESTAR,DEPRESSÃO,FADIGA
frágil,MAL ESTAR,DEPRESSÃO,FADIGA
fragilidade,MAL ESTAR,DEPRESSÃO,FADIGA
fraquejar,MAL ESTAR,DEPRESSÃO,FADIGA
fraqueza,MAL ESTAR,DEPRESSÃO,FADIGA
impelir,MAL ESTAR,DEPRESSÃO,FADIGA
impotência,MAL ESTAR,DEPRESSÃO,FADIGA
impotente,MAL ESTAR,DEPRESSÃO,FADIGA
inexpressividade,MAL ESTAR,DEPRESSÃO,FADIGA
inexpressivo,MAL ESTAR,DEPRESSÃO,FADIGA
langor,MAL ESTAR,DEPRESSÃO,FADIGA
languidez,MAL ESTAR,DEPRESSÃO,FADIGA
lânguido,MAL ESTAR,DEPRESSÃO,FADIGA
lassidão,MAL ESTAR,DEPRESSÃO,FADIGA
lasso,MAL ESTAR,DEPRESSÃO,FADIGA
moído,MAL ESTAR,DEPRESSÃO,FADIGA
moleza,MAL ESTAR,DEPRESSÃO,FADIGA
morosamente,MAL ESTAR,DEPRESSÃO,FADIGA
morosidade,MAL ESTAR,DEPRESSÃO,FADIGA
moroso,MAL ESTAR,DEPRESSÃO,FADIGA
neurastenia,MAL ESTAR,DEPRESSÃO,FADIGA
neurasténico,MAL ESTAR,DEPRESSÃO,FADIGA
prostração,MAL ESTAR,DEPRESSÃO,FADIGA
prostrado,MAL ESTAR,DEPRESSÃO,FADIGA
psicastenia,MAL ESTAR,DEPRESSÃO,FADIGA
psicasténico,MAL ESTAR,DEPRESSÃO,FADIGA
vulnerabilidade,MAL ESTAR,DEPRESSÃO,FADIGA
vulnerante,MAL ESTAR,DEPRESSÃO,FADIGA
vulnerável,MAL ESTAR,DEPRESSÃO,FADIGA
amorfo,MAL ESTAR,DEPRESSÃO,APATIA
apatia,MAL ESTAR,DEPRESSÃO,APATIA
apática,MAL ESTAR,DEPRESSÃO,APATIA
apático,MAL ESTAR,DEPRESSÃO,APATIA
atonia,MAL ESTAR,DEPRESSÃO,APATIA
atónico,MAL ESTAR,DEPRESSÃO,APATIA
atordoado,MAL ESTAR,DEPRESSÃO,APATIA
atordoamento,MAL ESTAR,DEPRESSÃO,APATIA
atordoante,MAL ESTAR,DEPRESSÃO,APATIA
atordoar,MAL ESTAR,DEPRESSÃO,APATIA
atroador,MAL ESTAR,DEPRESSÃO,APATIA
desconcentração,MAL ESTAR,DEPRESSÃO,APATIA
descuidadamente,MAL ESTAR,DEPRESSÃO,APATIA
descuidado,MAL ESTAR,DEPRESSÃO,APATIA
descuidar,MAL ESTAR,DEPRESSÃO,APATIA
descuido,MAL ESTAR,DEPRESSÃO,APATIA
descuidosamente,MAL ESTAR,DEPRESSÃO,APATIA
descuradamente,MAL ESTAR,DEPRESSÃO,APATIA
descurar,MAL ESTAR,DEPRESSÃO,APATIA
desinteressado,MAL ESTAR,DEPRESSÃO,APATIA
desinteressar,MAL ESTAR,DEPRESSÃO,APATIA
desinteresse,MAL ESTAR,DEPRESSÃO,APATIA
desleixado,MAL ESTAR,DEPRESSÃO,APATIA
desleixamento,MAL ESTAR,DEPRESSÃO,APATIA
desleixar,MAL ESTAR,DEPRESSÃO,APATIA
desleixo,MAL ESTAR,DEPRESSÃO,APATIA
desmaiado,MAL ESTAR,DEPRESSÃO,APATIA
desmaiar,MAL ESTAR,DEPRESSÃO,APATIA
desmaio,MAL ESTAR,DEPRESSÃO,APATIA
desmazelar,MAL ESTAR,DEPRESSÃO,APATIA
desmazelo,MAL ESTAR,DEPRESSÃO,APATIA
dormitar,MAL ESTAR,DEPRESSÃO,APATIA
embrutecedor,MAL ESTAR,DEPRESSÃO,APATIA
embrutecer,MAL ESTAR,DEPRESSÃO,APATIA
embrutecido,MAL ESTAR,DEPRESSÃO,APATIA
embrutecimento,MAL ESTAR,DEPRESSÃO,APATIA
ensonado,MAL ESTAR,DEPRESSÃO,APATIA
entorpecer,MAL ESTAR,DEPRESSÃO,APATIA
entorpecimento,MAL ESTAR,DEPRESSÃO,APATIA
farrapo,MAL ESTAR,DEPRESSÃO,APATIA
ignavo,MAL ESTAR,DEPRESSÃO,APATIA
inanimado,MAL ESTAR,DEPRESSÃO,APATIA
inânime,MAL ESTAR,DEPRESSÃO,APATIA
inconsciente,MAL ESTAR,DEPRESSÃO,APATIA
indolência,MAL ESTAR,DEPRESSÃO,APATIA
indolente,MAL ESTAR,DEPRESSÃO,APATIA
indolentemente,MAL ESTAR,DEPRESSÃO,APATIA
indolor,MAL ESTAR,DEPRESSÃO,APATIA
inércia,MAL ESTAR,DEPRESSÃO,APATIA
lerdo,MAL ESTAR,DEPRESSÃO,APATIA
letargia,MAL ESTAR,DEPRESSÃO,APATIA
macilento,MAL ESTAR,DEPRESSÃO,APATIA
madraço,MAL ESTAR,DEPRESSÃO,APATIA
malandrice,MAL ESTAR,DEPRESSÃO,APATIA
malandro,MAL ESTAR,DEPRESSÃO,APATIA
maltrapilho,MAL ESTAR,DEPRESSÃO,APATIA
mandrião,MAL ESTAR,DEPRESSÃO,APATIA
mandriar,MAL ESTAR,DEPRESSÃO,APATIA
mandriice,MAL ESTAR,DEPRESSÃO,APATIA
marasmo,MAL ESTAR,DEPRESSÃO,APATIA
moribundo,MAL ESTAR,DEPRESSÃO,APATIA
negligência,MAL ESTAR,DEPRESSÃO,APATIA
negligenciar,MAL ESTAR,DEPRESSÃO,APATIA
negligente,MAL ESTAR,DEPRESSÃO,APATIA
negligentemente,MAL ESTAR,DEPRESSÃO,APATIA
paralisado,MAL ESTAR,DEPRESSÃO,APATIA
pasmaceira,MAL ESTAR,DEPRESSÃO,APATIA
passivamente,MAL ESTAR,DEPRESSÃO,APATIA
passividade,MAL ESTAR,DEPRESSÃO,APATIA
passivo,MAL ESTAR,DEPRESSÃO,APATIA
percluso,MAL ESTAR,DEPRESSÃO,APATIA
preguiça,MAL ESTAR,DEPRESSÃO,APATIA
preguiçar,MAL ESTAR,DEPRESSÃO,APATIA
preguiçosamente,MAL ESTAR,DEPRESSÃO,APATIA
preguiçoso,MAL ESTAR,DEPRESSÃO,APATIA
quietamento,MAL ESTAR,DEPRESSÃO,APATIA
quieto,MAL ESTAR,DEPRESSÃO,APATIA
quietude,MAL ESTAR,DEPRESSÃO,APATIA
sono,MAL ESTAR,DEPRESSÃO,APATIA
sonolência,MAL ESTAR,DEPRESSÃO,APATIA
sonolento,MAL ESTAR,DEPRESSÃO,APATIA
tetania,MAL ESTAR,DEPRESSÃO,APATIA
tetanização,MAL ESTAR,DEPRESSÃO,APATIA
tetanizar,MAL ESTAR,DEPRESSÃO,APATIA
tórpido,MAL ESTAR,DEPRESSÃO,APATIA
torpor,MAL ESTAR,DEPRESSÃO,APATIA
acalmar,BEM ESTAR,ALÍVIO,APAZIGUAR
ajuda,BEM ESTAR,ALÍVIO,APAZIGUAR
ajudar,BEM ESTAR,ALÍVIO,APAZIGUAR
aliviar,BEM ESTAR,ALÍVIO,APAZIGUAR
alívio,BEM ESTAR,ALÍVIO,APAZIGUAR
apaziguado,BEM ESTAR,ALÍVIO,APAZIGUAR
apaziguamento,BEM ESTAR,ALÍVIO,APAZIGUAR
apaziguar,BEM ESTAR,ALÍVIO,APAZIGUAR
apoiado,BEM ESTAR,ALÍVIO,APAZIGUAR
apoiar,BEM ESTAR,ALÍVIO,APAZIGUAR
apoio,BEM ESTAR,ALÍVIO,APAZIGUAR
assistência,BEM ESTAR,ALÍVIO,APAZIGUAR
assistir,BEM ESTAR,ALÍVIO,APAZIGUAR
beneficiente,BEM ESTAR,ALÍVIO,APAZIGUAR
benefício,BEM ESTAR,ALÍVIO,APAZIGUAR
benemerência,BEM ESTAR,ALÍVIO,APAZIGUAR
benemérito,BEM ESTAR,ALÍVIO,APAZIGUAR
benfeitor,BEM ESTAR,ALÍVIO,APAZIGUAR
benfeitora,BEM ESTAR,ALÍVIO,APAZIGUAR
catarse,BEM ESTAR,ALÍVIO,APAZIGUAR
confortável,BEM ESTAR,ALÍVIO,APAZIGUAR
conforto,BEM ESTAR,ALÍVIO,APAZIGUAR
consertar,BEM ESTAR,ALÍVIO,APAZIGUAR
consolação,BEM ESTAR,ALÍVIO,APAZIGUAR
consolada,BEM ESTAR,ALÍVIO,APAZIGUAR
consolado,BEM ESTAR,ALÍVIO,APAZIGUAR
consolador,BEM ESTAR,ALÍVIO,APAZIGUAR
consolar,BEM ESTAR,ALÍVIO,APAZIGUAR
cura,BEM ESTAR,ALÍVIO,APAZIGUAR
curado,BEM ESTAR,ALÍVIO,APAZIGUAR
curar,BEM ESTAR,ALÍVIO,APAZIGUAR
desafogado,BEM ESTAR,ALÍVIO,APAZIGUAR
desafogar,BEM ESTAR,ALÍVIO,APAZIGUAR
desafogo,BEM ESTAR,ALÍVIO,APAZIGUAR
desbravar,BEM ESTAR,ALÍVIO,APAZIGUAR
descarregar,BEM ESTAR,ALÍVIO,APAZIGUAR
desembravecer,BEM ESTAR,ALÍVIO,APAZIGUAR
desencrespar,BEM ESTAR,ALÍVIO,APAZIGUAR
desopressão,BEM ESTAR,ALÍVIO,APAZIGUAR
desoprimir,BEM ESTAR,ALÍVIO,APAZIGUAR
disciplina,BEM ESTAR,ALÍVIO,APAZIGUAR
disciplinar,BEM ESTAR,ALÍVIO,APAZIGUAR
encorajamento,BEM ESTAR,ALÍVIO,APAZIGUAR
encorajar,BEM ESTAR,ALÍVIO,APAZIGUAR
moderação,BEM ESTAR,ALÍVIO,APAZIGUAR
pacificador,BEM ESTAR,ALÍVIO,APAZIGUAR
pacificadora,BEM ESTAR,ALÍVIO,APAZIGUAR
pacificar,BEM ESTAR,ALÍVIO,APAZIGUAR
reconciliação,BEM ESTAR,ALÍVIO,APAZIGUAR
reconciliar,BEM ESTAR,ALÍVIO,APAZIGUAR
reconfortante,BEM ESTAR,ALÍVIO,APAZIGUAR
reconfortar,BEM ESTAR,ALÍVIO,APAZIGUAR
reconforto,BEM ESTAR,ALÍVIO,APAZIGUAR
remedeio,BEM ESTAR,ALÍVIO,APAZIGUAR
remediar,BEM ESTAR,ALÍVIO,APAZIGUAR
reparar,BEM ESTAR,ALÍVIO,APAZIGUAR
serenar,BEM ESTAR,ALÍVIO,APAZIGUAR
socorrer,BEM ESTAR,ALÍVIO,APAZIGUAR
socorrismo,BEM ESTAR,ALÍVIO,APAZIGUAR
socorrista,BEM ESTAR,ALÍVIO,APAZIGUAR
socorro,BEM ESTAR,ALÍVIO,APAZIGUAR
suporte,BEM ESTAR,ALÍVIO,APAZIGUAR
sustentar,BEM ESTAR,ALÍVIO,APAZIGUAR
tranquilizar,BEM ESTAR,ALÍVIO,APAZIGUAR
autenticidade,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
autêntico,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
cândido,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
desbloquear,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
desbloqueio,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
descargo,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
desculpabilização,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
desculpabilizar,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
desenlaçar,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
desenlace,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
desenlear,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
desenleio,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
desimpedido,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
desintegração,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
desintegrar,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
desintrincar,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
desirmanar,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
deslaçamento,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
deslaçar,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
desmantelamento,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
desmantelar,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
despegar,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
despego,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
desprender,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
desprendimento,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
direito,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
emancipação,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
emancipar,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
francamente,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
franco,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
honestamente,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
honestidade,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
honesto,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
impoluto,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
indultar,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
indulto,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
inocência,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
inocentar,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
inocente,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
integridade,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
integro,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
isenção,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
leal,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
lealdade,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
lealmente,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
liberdade,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
libertação,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
libertar,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
libertino,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
probidade,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
puramente,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
pureza,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
puro,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
rectidão,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
redenção,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
redimir,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
sinceramente,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
sinceridade,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
sincero,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
virtude,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
virtuosamente,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
virtuosidade,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
virtuosismo,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
virtuoso,BEM ESTAR,ALÍVIO,LIBERTAÇÃO
abalroamento,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
abalroar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
abanação,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
abanadela,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
abanado,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
afã,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
agitação,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
agitado,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
agitador,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
agitar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
azáfama,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
azafamar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
barafunda,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
barafusta,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
barafustar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
baralhada,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
baralhado,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
baralhar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
bizarria,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
bizarro,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
bloqueio,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
confundir,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
confusão,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
confuso,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
convulsão,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
convulsionado,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
convulsionar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
convulsivamente,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
convulsivo,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
crise,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
desassossego,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
descomposto,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
desconcertada,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
desconcertado,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
desconcertante,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
desconcertar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
desconcerto,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
desconfortante,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
desconfortar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
desconfortável,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
desconfortavelmente,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
desentendimento,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
desordem,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
distracção,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
distraído,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
distrair,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
dúvida,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
duvidar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
duvidoso,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
