Léxico,Supra category,Super category,Basic category
abraçar,BENEVOLÊNCIA,AFEIÇÃO,AMOR
abraço,BENEVOLÊNCIA,AFEIÇÃO,AMOR
adoração,BENEVOLÊNCIA,AFEIÇÃO,AMOR
adorada,BENEVOLÊNCIA,AFEIÇÃO,AMOR
adorado,BENEVOLÊNCIA,AFEIÇÃO,AMOR
adorar,BENEVOLÊNCIA,AFEIÇÃO,AMOR
adorável,BENEVOLÊNCIA,AFEIÇÃO,AMOR
afectividade,BENEVOLÊNCIA,AFEIÇÃO,AMOR
afectivo,BENEVOLÊNCIA,AFEIÇÃO,AMOR
afecto,BENEVOLÊNCIA,AFEIÇÃO,AMOR
afectuosa,BENEVOLÊNCIA,AFEIÇÃO,AMOR
afectuosamente,BENEVOLÊNCIA,AFEIÇÃO,AMOR
afectuosidade,BENEVOLÊNCIA,AFEIÇÃO,AMOR
afectuoso,BENEVOLÊNCIA,AFEIÇÃO,AMOR
afeição,BENEVOLÊNCIA,AFEIÇÃO,AMOR
afeiçoada,BENEVOLÊNCIA,AFEIÇÃO,AMOR
afeiçoado,BENEVOLÊNCIA,AFEIÇÃO,AMOR
afeiçoar,BENEVOLÊNCIA,AFEIÇÃO,AMOR
afinidade,BENEVOLÊNCIA,AFEIÇÃO,AMOR
agradecer,BENEVOLÊNCIA,AFEIÇÃO,AMOR
agradecida,BENEVOLÊNCIA,AFEIÇÃO,AMOR
agradecido,BENEVOLÊNCIA,AFEIÇÃO,AMOR
agradecimento,BENEVOLÊNCIA,AFEIÇÃO,AMOR
alcovitar,BENEVOLÊNCIA,AFEIÇÃO,AMOR
alcoviteira,BENEVOLÊNCIA,AFEIÇÃO,AMOR
alcoviteiro,BENEVOLÊNCIA,AFEIÇÃO,AMOR
alcovitice,BENEVOLÊNCIA,AFEIÇÃO,AMOR
amada,BENEVOLÊNCIA,AFEIÇÃO,AMOR
amado,BENEVOLÊNCIA,AFEIÇÃO,AMOR
amante,BENEVOLÊNCIA,AFEIÇÃO,AMOR
amar,BENEVOLÊNCIA,AFEIÇÃO,AMOR
amiga,BENEVOLÊNCIA,AFEIÇÃO,AMOR
amiga,BENEVOLÊNCIA,AFEIÇÃO,AMOR
amigável,BENEVOLÊNCIA,AFEIÇÃO,AMOR
amigavelmente,BENEVOLÊNCIA,AFEIÇÃO,AMOR
amigo,BENEVOLÊNCIA,AFEIÇÃO,AMOR
amistoso,BENEVOLÊNCIA,AFEIÇÃO,AMOR
amizade,BENEVOLÊNCIA,AFEIÇÃO,AMOR
amor,BENEVOLÊNCIA,AFEIÇÃO,AMOR
amorosamente,BENEVOLÊNCIA,AFEIÇÃO,AMOR
amoroso,BENEVOLÊNCIA,AFEIÇÃO,AMOR
apaixonada,BENEVOLÊNCIA,AFEIÇÃO,AMOR
apaixonada,BENEVOLÊNCIA,AFEIÇÃO,AMOR
apaixonadamente,BENEVOLÊNCIA,AFEIÇÃO,AMOR
apaixonado,BENEVOLÊNCIA,AFEIÇÃO,AMOR
apaixonante,BENEVOLÊNCIA,AFEIÇÃO,AMOR
apaixonar,BENEVOLÊNCIA,AFEIÇÃO,AMOR
apego,BENEVOLÊNCIA,AFEIÇÃO,AMOR
beijar,BENEVOLÊNCIA,AFEIÇÃO,AMOR
beijinho,BENEVOLÊNCIA,AFEIÇÃO,AMOR
beijo,BENEVOLÊNCIA,AFEIÇÃO,AMOR
beijocar,BENEVOLÊNCIA,AFEIÇÃO,AMOR
beijoqueiro,BENEVOLÊNCIA,AFEIÇÃO,AMOR
camarada,BENEVOLÊNCIA,AFEIÇÃO,AMOR
camaradagem,BENEVOLÊNCIA,AFEIÇÃO,AMOR
carente,BENEVOLÊNCIA,AFEIÇÃO,AMOR
carinho,BENEVOLÊNCIA,AFEIÇÃO,AMOR
carinhoso,BENEVOLÊNCIA,AFEIÇÃO,AMOR
companheiro,BENEVOLÊNCIA,AFEIÇÃO,AMOR
conveniência,BENEVOLÊNCIA,AFEIÇÃO,AMOR
conviva,BENEVOLÊNCIA,AFEIÇÃO,AMOR
conviver,BENEVOLÊNCIA,AFEIÇÃO,AMOR
coração,BENEVOLÊNCIA,AFEIÇÃO,AMOR
enamorada,BENEVOLÊNCIA,AFEIÇÃO,AMOR
enamoradamente,BENEVOLÊNCIA,AFEIÇÃO,AMOR
enamorado,BENEVOLÊNCIA,AFEIÇÃO,AMOR
enamorar,BENEVOLÊNCIA,AFEIÇÃO,AMOR
família,BENEVOLÊNCIA,AFEIÇÃO,AMOR
familiar,BENEVOLÊNCIA,AFEIÇÃO,AMOR
familiarmente,BENEVOLÊNCIA,AFEIÇÃO,AMOR
fidelidade,BENEVOLÊNCIA,AFEIÇÃO,AMOR
fiel,BENEVOLÊNCIA,AFEIÇÃO,AMOR
fielmente,BENEVOLÊNCIA,AFEIÇÃO,AMOR
fraternal,BENEVOLÊNCIA,AFEIÇÃO,AMOR
fraternalmente,BENEVOLÊNCIA,AFEIÇÃO,AMOR
fraternidade,BENEVOLÊNCIA,AFEIÇÃO,AMOR
fraternização,BENEVOLÊNCIA,AFEIÇÃO,AMOR
fraterno,BENEVOLÊNCIA,AFEIÇÃO,AMOR
gostar,BENEVOLÊNCIA,AFEIÇÃO,AMOR
gratidão,BENEVOLÊNCIA,AFEIÇÃO,AMOR
grato,BENEVOLÊNCIA,AFEIÇÃO,AMOR
maternal,BENEVOLÊNCIA,AFEIÇÃO,AMOR
maternalmente,BENEVOLÊNCIA,AFEIÇÃO,AMOR
materno,BENEVOLÊNCIA,AFEIÇÃO,AMOR
namorado,BENEVOLÊNCIA,AFEIÇÃO,AMOR
namorados,BENEVOLÊNCIA,AFEIÇÃO,AMOR
namorar,BENEVOLÊNCIA,AFEIÇÃO,AMOR
namoriscar,BENEVOLÊNCIA,AFEIÇÃO,AMOR
namorisco,BENEVOLÊNCIA,AFEIÇÃO,AMOR
namoro,BENEVOLÊNCIA,AFEIÇÃO,AMOR
noiva,BENEVOLÊNCIA,AFEIÇÃO,AMOR
noivo,BENEVOLÊNCIA,AFEIÇÃO,AMOR
paixão,BENEVOLÊNCIA,AFEIÇÃO,AMOR
paixoneta,BENEVOLÊNCIA,AFEIÇÃO,AMOR
passional,BENEVOLÊNCIA,AFEIÇÃO,AMOR
piedade,BENEVOLÊNCIA,AFEIÇÃO,AMOR
piedosamente,BENEVOLÊNCIA,AFEIÇÃO,AMOR
piedoso,BENEVOLÊNCIA,AFEIÇÃO,AMOR
platonicamente,BENEVOLÊNCIA,AFEIÇÃO,AMOR
platonismo,BENEVOLÊNCIA,AFEIÇÃO,AMOR
preferência,BENEVOLÊNCIA,AFEIÇÃO,AMOR
preferido ,BENEVOLÊNCIA,AFEIÇÃO,AMOR
preferir,BENEVOLÊNCIA,AFEIÇÃO,AMOR
querido ,BENEVOLÊNCIA,AFEIÇÃO,AMOR
romântico,BENEVOLÊNCIA,AFEIÇÃO,AMOR
romantismo,BENEVOLÊNCIA,AFEIÇÃO,AMOR
sensibilidade,BENEVOLÊNCIA,AFEIÇÃO,AMOR
sensibilização,BENEVOLÊNCIA,AFEIÇÃO,AMOR
sensibilizada,BENEVOLÊNCIA,AFEIÇÃO,AMOR
sensibilizado,BENEVOLÊNCIA,AFEIÇÃO,AMOR
sensibilizar,BENEVOLÊNCIA,AFEIÇÃO,AMOR
sensível,BENEVOLÊNCIA,AFEIÇÃO,AMOR
sentimental,BENEVOLÊNCIA,AFEIÇÃO,AMOR
sentimentalismo,BENEVOLÊNCIA,AFEIÇÃO,AMOR
sentimentalmente,BENEVOLÊNCIA,AFEIÇÃO,AMOR
sentimentos,BENEVOLÊNCIA,AFEIÇÃO,AMOR
simpatia,BENEVOLÊNCIA,AFEIÇÃO,AMOR
simpática,BENEVOLÊNCIA,AFEIÇÃO,AMOR
simpático,BENEVOLÊNCIA,AFEIÇÃO,AMOR
simpatizante,BENEVOLÊNCIA,AFEIÇÃO,AMOR
simpatizar,BENEVOLÊNCIA,AFEIÇÃO,AMOR
união,BENEVOLÊNCIA,AFEIÇÃO,AMOR
unir,BENEVOLÊNCIA,AFEIÇÃO,AMOR
veneração,BENEVOLÊNCIA,AFEIÇÃO,AMOR
venerado,BENEVOLÊNCIA,AFEIÇÃO,AMOR
venerador,BENEVOLÊNCIA,AFEIÇÃO,AMOR
venerar,BENEVOLÊNCIA,AFEIÇÃO,AMOR
veracidade,BENEVOLÊNCIA,AFEIÇÃO,AMOR
verdade,BENEVOLÊNCIA,AFEIÇÃO,AMOR
xenofilia,BENEVOLÊNCIA,AFEIÇÃO,AMOR
xenófilo,BENEVOLÊNCIA,AFEIÇÃO,AMOR
ambição,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
ambicionar,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
ambicioso,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
anseio,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
ânsia,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
ansiar,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
apetência,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
apetite,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
apetitoso,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
aspiração,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
aspirante,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
aspirar,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
avidamente,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
avidez,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
ávido,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
capricho,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
caprichoso,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
cobiça,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
curiosamente,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
curiosidade,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
curioso,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
desejar,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
desejável,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
desejo,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
desejoso,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
desiderato,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
erótico,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
erotismo,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
erotização,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
esperado,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
esperança,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
esperançado,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
esperançar,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
esperançoso,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
esperar ,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
ganância,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
ganancioso,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
inveja,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
invejar,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
invejável,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
invejosamente,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
invejoso,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
predisposto,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
tendência,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
vontade,BENEVOLÊNCIA,AFEIÇÃO,DESEJO
aclamação,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
aclamar,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
admiração,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
admirado,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
admirar,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
admirável,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
admiravelmente,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
adulação,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
adular,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
aplaudir,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
aplauso,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
aprovação,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
aprovar,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
aprovativamente,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
aprovativo,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
atónito,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
bestial,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
bestialidade,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
bestialmente,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
contemplação,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
contemplar,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
encantador,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
encantamento,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
encantos,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
esplêndido,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
esplendor,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
esplendorosamente,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
esplendoroso,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
fabulosamente,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
fabuloso,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
fama,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
fantástico,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
glória,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
glorificação,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
glorificar,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
gloriosamente,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
glorioso,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
herói,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
heroicamente,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
heróico,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
heroína,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
heroísmo,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
idólatra,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
idolatradamente,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
idolatrar,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
idolatria,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
ídolo,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
ilustre,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
lautamente,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
lauto,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
lisonja,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
lisonjeador,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
lisonjear,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
lisonjeiramente,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
lisonjeiro,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
louvar,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
luxo,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
luxuosamente,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
luxuoso,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
luxúria,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
luxuriante,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
magnanimamente,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
magnata,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
magnificamente,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
magnificência,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
magnífico,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
maravilha,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
maravilhada,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
maravilhado,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
maravilhar,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
maravilhosa,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
maravilhosamente,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
maravilhoso,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
milagre,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
milagrosamente,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
milagroso,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
motivação,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
motivar,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
nobre,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
nobremente,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
nobreza,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
predilecção,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
predilecto,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
prestigiante,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
prestigiar,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
prestígio,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
prestigioso,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
privilegiado,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
privilegiar,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
privilégio,BENEVOLÊNCIA,AFEIÇÃO,ADMIRAÇÃO
aprazível,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
atractivo,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
atraente,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
atrair,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
charme ,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
decência,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
deslumbrada,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
deslumbrado,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
deslumbramento,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
deslumbrante,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
deslumbrar,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
encantada,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
encantado,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
encantar,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
encanto,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
excitação,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
excitado,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
excitante,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
excitar,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
excitável,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
fascinação,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
fascinante,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
fascinar,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
fascínio,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
fenomenal,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
fogosidade,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
galar,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
interessado,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
interessante,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
interessar,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
interesse,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
irresistível,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
irresistívelmente,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
lascivamente,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
lascívia,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
lascivo,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
sedução,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
sedutor,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
seduzir,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
sensual,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
sensualidade,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
sensualmente,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
sexual,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
sexualidade,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
sexualmente,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
subjugação,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
subjugar,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
tentação,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
tentador,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
tentar,BENEVOLÊNCIA,AFEIÇÃO,ATRACÇÃO
acolhedor,BENEVOLÊNCIA,GENTILEZA,BONDADE
acolhedor ,BENEVOLÊNCIA,GENTILEZA,BONDADE
acolher,BENEVOLÊNCIA,GENTILEZA,BONDADE
acolhida,BENEVOLÊNCIA,GENTILEZA,BONDADE
acolhimento,BENEVOLÊNCIA,GENTILEZA,BONDADE
afabilidade,BENEVOLÊNCIA,GENTILEZA,BONDADE
afável,BENEVOLÊNCIA,GENTILEZA,BONDADE
afavelmente,BENEVOLÊNCIA,GENTILEZA,BONDADE
altruísmo,BENEVOLÊNCIA,GENTILEZA,BONDADE
altruísta,BENEVOLÊNCIA,GENTILEZA,BONDADE
amabilidade,BENEVOLÊNCIA,GENTILEZA,BONDADE
amável,BENEVOLÊNCIA,GENTILEZA,BONDADE
amavelmente,BENEVOLÊNCIA,GENTILEZA,BONDADE
atencioso,BENEVOLÊNCIA,GENTILEZA,BONDADE
beleza,BENEVOLÊNCIA,GENTILEZA,BONDADE
benéfico,BENEVOLÊNCIA,GENTILEZA,BONDADE
benevolência,BENEVOLÊNCIA,GENTILEZA,BONDADE
benevolente,BENEVOLÊNCIA,GENTILEZA,BONDADE
benévolo,BENEVOLÊNCIA,GENTILEZA,BONDADE
bondade,BENEVOLÊNCIA,GENTILEZA,BONDADE
bondoso,BENEVOLÊNCIA,GENTILEZA,BONDADE
caridade,BENEVOLÊNCIA,GENTILEZA,BONDADE
caridoso,BENEVOLÊNCIA,GENTILEZA,BONDADE
clemência ,BENEVOLÊNCIA,GENTILEZA,BONDADE
clemente ,BENEVOLÊNCIA,GENTILEZA,BONDADE
comiseração,BENEVOLÊNCIA,GENTILEZA,BONDADE
compadecer,BENEVOLÊNCIA,GENTILEZA,BONDADE
compaixão,BENEVOLÊNCIA,GENTILEZA,BONDADE
compassivo,BENEVOLÊNCIA,GENTILEZA,BONDADE
complacência,BENEVOLÊNCIA,GENTILEZA,BONDADE
complacente,BENEVOLÊNCIA,GENTILEZA,BONDADE
comprazer,BENEVOLÊNCIA,GENTILEZA,BONDADE
compreensivo,BENEVOLÊNCIA,GENTILEZA,BONDADE
cordial,BENEVOLÊNCIA,GENTILEZA,BONDADE
cordialidade,BENEVOLÊNCIA,GENTILEZA,BONDADE
cordialmente,BENEVOLÊNCIA,GENTILEZA,BONDADE
cortês,BENEVOLÊNCIA,GENTILEZA,BONDADE
cortesia,BENEVOLÊNCIA,GENTILEZA,BONDADE
delicadeza,BENEVOLÊNCIA,GENTILEZA,BONDADE
delicado,BENEVOLÊNCIA,GENTILEZA,BONDADE
doação,BENEVOLÊNCIA,GENTILEZA,BONDADE
doador,BENEVOLÊNCIA,GENTILEZA,BONDADE
doar,BENEVOLÊNCIA,GENTILEZA,BONDADE
embelezar,BENEVOLÊNCIA,GENTILEZA,BONDADE
empatia,BENEVOLÊNCIA,GENTILEZA,BONDADE
empático ,BENEVOLÊNCIA,GENTILEZA,BONDADE
enternecedor,BENEVOLÊNCIA,GENTILEZA,BONDADE
enternecer,BENEVOLÊNCIA,GENTILEZA,BONDADE
enternecimento,BENEVOLÊNCIA,GENTILEZA,BONDADE
entreajuda,BENEVOLÊNCIA,GENTILEZA,BONDADE
entreajudar-se,BENEVOLÊNCIA,GENTILEZA,BONDADE
escrupuloso,BENEVOLÊNCIA,GENTILEZA,BONDADE
favorável,BENEVOLÊNCIA,GENTILEZA,BONDADE
favorecer,BENEVOLÊNCIA,GENTILEZA,BONDADE
formidável,BENEVOLÊNCIA,GENTILEZA,BONDADE
formidavelmente,BENEVOLÊNCIA,GENTILEZA,BONDADE
galante,BENEVOLÊNCIA,GENTILEZA,BONDADE
galanteador,BENEVOLÊNCIA,GENTILEZA,BONDADE
galantear,BENEVOLÊNCIA,GENTILEZA,BONDADE
galanteio,BENEVOLÊNCIA,GENTILEZA,BONDADE
generosidade,BENEVOLÊNCIA,GENTILEZA,BONDADE
generoso,BENEVOLÊNCIA,GENTILEZA,BONDADE
gentil,BENEVOLÊNCIA,GENTILEZA,BONDADE
gentileza,BENEVOLÊNCIA,GENTILEZA,BONDADE
gentilmente,BENEVOLÊNCIA,GENTILEZA,BONDADE
humanitário,BENEVOLÊNCIA,GENTILEZA,BONDADE
humanitarismo,BENEVOLÊNCIA,GENTILEZA,BONDADE
impecabilidade,BENEVOLÊNCIA,GENTILEZA,BONDADE
impecável,BENEVOLÊNCIA,GENTILEZA,BONDADE
impecavelmente,BENEVOLÊNCIA,GENTILEZA,BONDADE
ingenuidade,BENEVOLÊNCIA,GENTILEZA,BONDADE
ingénuo,BENEVOLÊNCIA,GENTILEZA,BONDADE
lamechas,BENEVOLÊNCIA,GENTILEZA,BONDADE
magnanimente,BENEVOLÊNCIA,GENTILEZA,BONDADE
magnanimidade,BENEVOLÊNCIA,GENTILEZA,BONDADE
magnânimo,BENEVOLÊNCIA,GENTILEZA,BONDADE
misericórdia,BENEVOLÊNCIA,GENTILEZA,BONDADE
misericordiosamente,BENEVOLÊNCIA,GENTILEZA,BONDADE
misericordioso,BENEVOLÊNCIA,GENTILEZA,BONDADE
perfeccionismo,BENEVOLÊNCIA,GENTILEZA,BONDADE
perfeccionista,BENEVOLÊNCIA,GENTILEZA,BONDADE
